subset_id,record_set,draw_order,gm_id
391,NF28,5,NF8215041
391,NF28,6,NF8215041
391,NF28,7,NF8201811
391,NF28,8,NF8211652
391,NF28,9,NF8208022
392,FF22,0,CHY059-V
392,FF22,1,TAP100-E
392,FF22,2,PEL090
392,FF22,3,H-E11140
392,FF22,4,BOL090
392,FF22,5,LOS270
392,FF22,6,PEL090
392,FF22,7,JOS090
392,FF22,8,BOL090
392,FF22,9,HWA055-W
392,FFext,0,STM360
392,FFext,1,CH12000
392,FFext,2,ABBAR--T
392,FFext,3,STM360
392,FFext,4,H-DLTDWN
392,FFext,5,ILA027-N
392,FFext,6,PEL180
392,FFext,7,ILA027-E
392,FFext,8,ABBAR--T
392,FFext,9,CHY059-V
392,NF28,0,NF8201811
392,NF28,1,NF8201811
392,NF28,2,NF8208022
392,NF28,3,NF8211652
392,NF28,4,NF8201601
392,NF28,5,NF8201811
392,NF28,6,NF8208211
392,NF28,7,NF8208252
392,NF28,8,NF8208022
392,NF28,9,NF8202922
393,FF22,0,H-E11140
393,FF22,1,CHY059-V
393,FF22,2,TAP100-E
393,FF22,3,BOL090
393,FF22,4,CHY059-V
393,FF22,5,BOL090
393,FF22,6,JOS090
393,FF22,7,LOS270
393,FF22,8,PEL090
393,FF22,9,LOS270
393,FFext,0,STM090
393,FFext,1,H-DLTDWN
393,FFext,2,ABBAR--T
393,FFext,3,CHY059-V
393,FFext,4,ARC000
393,FFext,5,H-DLTDWN
393,FFext,6,ILA027-E
393,FFext,7,CHY059-V
393,FFext,8,STM090
393,FFext,9,ARC000
393,NF28,0,NF8201601
393,NF28,1,NF8210631
393,NF28,2,NF8201601
393,NF28,3,NF8208022
393,NF28,4,NF8210631
393,NF28,5,NF8210631
393,NF28,6,NF8211652
393,NF28,7,NF8201811
393,NF28,8,NF8201262
393,NF28,9,NF8208252
394,FF22,0,PEL090
394,FF22,1,CHY104-W
394,FF22,2,BOL090
394,FF22,3,TAP100-E
394,FF22,4,BOL090
394,FF22,5,TAP100-E
394,FF22,6,TAP100-E
394,FF22,7,184057
394,FF22,8,CHY104-W
394,FF22,9,TAP100-E
394,FFext,0,ILA027-N
394,FFext,1,ARC000
394,FFext,2,ILA027-E
394,FFext,3,ARC000
394,FFext,4,STM090
394,FFext,5,CHY059-V
394,FFext,6,ILA027-E
394,FFext,7,PEL180
394,FFext,8,CH12000
394,FFext,9,H-DLTDWN
394,NF28,0,NF8201811
394,NF28,1,NF8201811
394,NF28,2,NF8215041
394,NF28,3,NF8210631
394,NF28,4,NF8201601
394,NF28,5,NF8202922
394,NF28,6,NF8201811
394,NF28,7,NF8208022
394,NF28,8,NF8210631
394,NF28,9,NF8202922
395,FF22,0,CHY104-W
395,FF22,1,JOS090
395,FF22,2,PEL090
395,FF22,3,CHY059-V
395,FF22,4,184057
395,FF22,5,PEL090
395,FF22,6,PEL090
395,FF22,7,LOS270
395,FF22,8,PEL090
395,FF22,9,LOS270
395,FFext,0,STM360
395,FFext,1,ARC000
395,FFext,2,ABBAR--T
395,FFext,3,CHY059-V
395,FFext,4,ARC000
395,FFext,5,H-DLTDWN
395,FFext,6,ILA027-N
395,FFext,7,CH12000
395,FFext,8,CHY059-V
395,FFext,9,ABBAR--T
395,NF28,0,NF8202922
395,NF28,1,NF8208022
395,NF28,2,NF8208211
395,NF28,3,NF8201811
395,NF28,4,NF8201262
395,NF28,5,NF8215041
395,NF28,6,NF8208022
395,NF28,7,NF8208022
395,NF28,8,NF8201262
395,NF28,9,NF8201262
396,FF22,0,CHY104-W
396,FF22,1,HWA055-W
396,FF22,2,H-E11140
396,FF22,3,H-E11140
396,FF22,4,CHY104-W
396,FF22,5,TAP100-E
396,FF22,6,CHY104-W
396,FF22,7,JOS090
396,FF22,8,PEL090
396,FF22,9,PEL090
396,FFext,0,ILA027-E
396,FFext,1,ARC000
396,FFext,2,ARC000
396,FFext,3,ABBAR--T
396,FFext,4,ABBAR--T
396,FFext,5,CHY059-V
396,FFext,6,CHY059-V
396,FFext,7,CHY059-V
396,FFext,8,PEL180
396,FFext,9,CHY059-V
396,NF28,0,NF8201601
396,NF28,1,NF8202922
396,NF28,2,NF8202922
396,NF28,3,NF8202922
396,NF28,4,NF8208252
396,NF28,5,NF8208252
396,NF28,6,NF8201262
396,NF28,7,NF8215041
396,NF28,8,NF8201601
396,NF28,9,NF8208252
397,FF22,0,H-E11140
397,FF22,1,CHY104-W
397,FF22,2,JOS090
397,FF22,3,H-E11140
397,FF22,4,H-E11140
397,FF22,5,184057
397,FF22,6,HWA055-W
397,FF22,7,H-E11140
397,FF22,8,PEL090
397,FF22,9,PEL090
397,FFext,0,ARC000
397,FFext,1,H-DLTDWN
397,FFext,2,ILA027-E
397,FFext,3,STM090
397,FFext,4,PEL180
397,FFext,5,PEL180
397,FFext,6,STM090
397,FFext,7,PEL180
397,FFext,8,ILA027-E
397,FFext,9,ARC000
397,NF28,0,NF8202922
397,NF28,1,NF8208022
397,NF28,2,NF8202922
397,NF28,3,NF8201262
397,NF28,4,NF8210631
397,NF28,5,NF8208211
397,NF28,6,NF8211652
397,NF28,7,NF8201262
397,NF28,8,NF8201601
397,NF28,9,NF8201811
398,FF22,0,CHY104-W
398,FF22,1,HWA055-W
398,FF22,2,BOL090
398,FF22,3,H-E11140
398,FF22,4,H-E11140
398,FF22,5,H-E11140
398,FF22,6,184057
398,FF22,7,CHY059-V
398,FF22,8,LOS270
398,FF22,9,JOS090
398,FFext,0,ARC000
398,FFext,1,CH12000
398,FFext,2,CH12000
398,FFext,3,STM360
398,FFext,4,STM090
398,FFext,5,H-DLTDWN
398,FFext,6,ABBAR--T
398,FFext,7,H-DLTDWN
398,FFext,8,ILA027-N
398,FFext,9,ABBAR--T
398,NF28,0,NF8201811
398,NF28,1,NF8211652
398,NF28,2,NF8211652
398,NF28,3,NF8215041
398,NF28,4,NF8201262
398,NF28,5,NF8201262
398,NF28,6,NF8202922
398,NF28,7,NF8211652
398,NF28,8,NF8208211
398,NF28,9,NF8211652
399,FF22,0,BOL090
399,FF22,1,PEL090
399,FF22,2,H-E11140
399,FF22,3,JOS090
399,FF22,4,CHY059-V
399,FF22,5,CHY104-W
399,FF22,6,TAP100-E
399,FF22,7,184057
399,FF22,8,TAP100-E
399,FF22,9,CHY059-V
399,FFext,0,PEL180
399,FFext,1,H-DLTDWN
399,FFext,2,STM090
399,FFext,3,STM090
399,FFext,4,H-DLTDWN
399,FFext,5,PEL180
399,FFext,6,CH12000
399,FFext,7,STM360
399,FFext,8,CHY059-V
399,FFext,9,ABBAR--T
399,NF28,0,NF8215041
399,NF28,1,NF8215041
399,NF28,2,NF8208022
399,NF28,3,NF8211652
399,NF28,4,NF8201811
399,NF28,5,NF8208252
399,NF28,6,NF8208022
399,NF28,7,NF8215041
399,NF28,8,NF8210631
399,NF28,9,NF8208022
400,FF22,0,CHY059-V
400,FF22,1,JOS090
400,FF22,2,PEL090
400,FF22,3,JOS090
400,FF22,4,H-E11140
400,FF22,5,CHY104-W
400,FF22,6,LOS270
400,FF22,7,H-E11140
400,FF22,8,LOS270
400,FF22,9,HWA055-W
400,FFext,0,CH12000
400,FFext,1,STM360
400,FFext,2,PEL180
400,FFext,3,PEL180
400,FFext,4,STM090
400,FFext,5,ILA027-N
400,FFext,6,STM360
400,FFext,7,STM360
400,FFext,8,STM360
400,FFext,9,H-DLTDWN
400,NF28,0,NF8201601
400,NF28,1,NF8208022
400,NF28,2,NF8208211
400,NF28,3,NF8201811
400,NF28,4,NF8208022
400,NF28,5,NF8201811
400,NF28,6,NF8201601
400,NF28,7,NF8201601
400,NF28,8,NF8202922
400,NF28,9,NF8211652
401,FF22,0,PEL090
401,FF22,1,JOS090
401,FF22,2,TAP100-E
401,FF22,3,CHY104-W
401,FF22,4,JOS090
401,FF22,5,LOS270
401,FF22,6,LOS270
401,FF22,7,184057
401,FF22,8,PEL090
401,FF22,9,184057
401,FFext,0,ABBAR--T
401,FFext,1,CH12000
401,FFext,2,ILA027-E
401,FFext,3,ILA027-E
401,FFext,4,STM090
401,FFext,5,CHY059-V
401,FFext,6,ILA027-N
401,FFext,7,CH12000
401,FFext,8,H-DLTDWN
401,FFext,9,H-DLTDWN
401,NF28,0,NF8208022
401,NF28,1,NF8215041
401,NF28,2,NF8202922
401,NF28,3,NF8210631
401,NF28,4,NF8208252
401,NF28,5,NF8201601
401,NF28,6,NF8201601
401,NF28,7,NF8201262
401,NF28,8,NF8201811
401,NF28,9,NF8201601
402,FF22,0,184057
402,FF22,1,JOS090
402,FF22,2,CHY059-V
402,FF22,3,CHY104-W
402,FF22,4,184057
402,FF22,5,CHY104-W
402,FF22,6,BOL090
402,FF22,7,BOL090
402,FF22,8,BOL090
402,FF22,9,HWA055-W
402,FFext,0,PEL180
402,FFext,1,H-DLTDWN
402,FFext,2,ARC000
402,FFext,3,PEL180
402,FFext,4,ABBAR--T
402,FFext,5,CHY059-V
402,FFext,6,CH12000
402,FFext,7,STM090
402,FFext,8,H-DLTDWN
402,FFext,9,ABBAR--T
402,NF28,0,NF8215041
402,NF28,1,NF8215041
402,NF28,2,NF8201262
402,NF28,3,NF8208211
402,NF28,4,NF8211652
402,NF28,5,NF8201262
402,NF28,6,NF8201601
402,NF28,7,NF8201811
402,NF28,8,NF8208022
402,NF28,9,NF8201601
403,FF22,0,184057
403,FF22,1,BOL090
403,FF22,2,BOL090
403,FF22,3,H-E11140
403,FF22,4,CHY059-V
403,FF22,5,HWA055-W
403,FF22,6,HWA055-W
403,FF22,7,TAP100-E
403,FF22,8,TAP100-E
403,FF22,9,LOS270
403,FFext,0,STM090
403,FFext,1,H-DLTDWN
403,FFext,2,H-DLTDWN
403,FFext,3,STM360
403,FFext,4,CH12000
403,FFext,5,ILA027-E
403,FFext,6,H-DLTDWN
403,FFext,7,ARC000
403,FFext,8,ILA027-E
403,FFext,9,ILA027-E
403,NF28,0,NF8201601
403,NF28,1,NF8202922
403,NF28,2,NF8202922
403,NF28,3,NF8208022
403,NF28,4,NF8211652
403,NF28,5,NF8215041
403,NF28,6,NF8201811
403,NF28,7,NF8208211
403,NF28,8,NF8208252
403,NF28,9,NF8202922
404,FF22,0,CHY059-V
404,FF22,1,CHY059-V
404,FF22,2,BOL090
404,FF22,3,JOS090
404,FF22,4,HWA055-W
404,FF22,5,PEL090
404,FF22,6,BOL090
404,FF22,7,PEL090
404,FF22,8,BOL090
404,FF22,9,CHY059-V
404,FFext,0,CH12000
404,FFext,1,ARC000
404,FFext,2,STM090
404,FFext,3,PEL180
404,FFext,4,ILA027-N
404,FFext,5,PEL180
404,FFext,6,PEL180
404,FFext,7,ARC000
404,FFext,8,PEL180
404,FFext,9,CHY059-V
404,NF28,0,NF8211652
404,NF28,1,NF8210631
404,NF28,2,NF8202922
404,NF28,3,NF8202922
404,NF28,4,NF8201262
404,NF28,5,NF8211652
404,NF28,6,NF8211652
404,NF28,7,NF8201811
404,NF28,8,NF8201262
404,NF28,9,NF8208022
405,FF22,0,CHY059-V
405,FF22,1,TAP100-E
405,FF22,2,PEL090
405,FF22,3,BOL090
405,FF22,4,CHY059-V
405,FF22,5,PEL090
405,FF22,6,BOL090
405,FF22,7,BOL090
405,FF22,8,CHY104-W
405,FF22,9,JOS090
405,FFext,0,H-DLTDWN
405,FFext,1,PEL180
405,FFext,2,ARC000
405,FFext,3,ARC000
405,FFext,4,CH12000
405,FFext,5,CH12000
405,FFext,6,H-DLTDWN
405,FFext,7,ILA027-N
405,FFext,8,PEL180
405,FFext,9,PEL180
405,NF28,0,NF8211652
405,NF28,1,NF8208211
405,NF28,2,NF8201262
405,NF28,3,NF8210631
405,NF28,4,NF8201262
405,NF28,5,NF8208022
405,NF28,6,NF8208211
405,NF28,7,NF8208022
405,NF28,8,NF8201601
405,NF28,9,NF8208252
406,FF22,0,LOS270
406,FF22,1,CHY059-V
406,FF22,2,CHY104-W
406,FF22,3,CHY104-W
406,FF22,4,HWA055-W
406,FF22,5,TAP100-E
406,FF22,6,184057
406,FF22,7,TAP100-E
406,FF22,8,LOS270
406,FF22,9,TAP100-E
406,FFext,0,STM360
406,FFext,1,STM360
406,FFext,2,CHY059-V
406,FFext,3,H-DLTDWN
406,FFext,4,ILA027-N
406,FFext,5,ARC000
406,FFext,6,PEL180
406,FFext,7,CHY059-V
406,FFext,8,ARC000
406,FFext,9,ABBAR--T
406,NF28,0,NF8210631
406,NF28,1,NF8210631
406,NF28,2,NF8210631
406,NF28,3,NF8201601
406,NF28,4,NF8215041
406,NF28,5,NF8211652
406,NF28,6,NF8201262
406,NF28,7,NF8215041
406,NF28,8,NF8201262
406,NF28,9,NF8201811
407,FF22,0,TAP100-E
407,FF22,1,BOL090
407,FF22,2,BOL090
407,FF22,3,TAP100-E
407,FF22,4,CHY104-W
407,FF22,5,HWA055-W
407,FF22,6,JOS090
407,FF22,7,CHY059-V
407,FF22,8,184057
407,FF22,9,JOS090
407,FFext,0,ARC000
407,FFext,1,CH12000
407,FFext,2,STM360
407,FFext,3,ILA027-E
407,FFext,4,ARC000
407,FFext,5,PEL180
407,FFext,6,H-DLTDWN
407,FFext,7,ARC000
407,FFext,8,CHY059-V
407,FFext,9,ILA027-N
407,NF28,0,NF8202922
407,NF28,1,NF8202922
407,NF28,2,NF8202922
407,NF28,3,NF8201262
407,NF28,4,NF8208211
407,NF28,5,NF8201601
407,NF28,6,NF8201811
407,NF28,7,NF8208022
407,NF28,8,NF8208022
407,NF28,9,NF8201601
408,FF22,0,CHY059-V
408,FF22,1,CHY104-W
408,FF22,2,HWA055-W
408,FF22,3,CHY059-V
408,FF22,4,LOS270
408,FF22,5,JOS090
408,FF22,6,184057
408,FF22,7,H-E11140
408,FF22,8,PEL090
408,FF22,9,CHY104-W
408,FFext,0,ILA027-N
408,FFext,1,ILA027-E
408,FFext,2,ARC000
408,FFext,3,H-DLTDWN
408,FFext,4,PEL180
408,FFext,5,PEL180
408,FFext,6,ARC000
408,FFext,7,H-DLTDWN
408,FFext,8,STM090
408,FFext,9,CHY059-V
408,NF28,0,NF8202922
408,NF28,1,NF8201811
408,NF28,2,NF8215041
408,NF28,3,NF8211652
408,NF28,4,NF8202922
408,NF28,5,NF8202922
408,NF28,6,NF8201601
408,NF28,7,NF8201262
408,NF28,8,NF8211652
408,NF28,9,NF8215041
409,FF22,0,184057
409,FF22,1,CHY104-W
409,FF22,2,CHY059-V
409,FF22,3,JOS090
409,FF22,4,CHY104-W
409,FF22,5,PEL090
409,FF22,6,H-E11140
409,FF22,7,CHY104-W
409,FF22,8,CHY104-W
409,FF22,9,BOL090
409,FFext,0,PEL180
409,FFext,1,CHY059-V
409,FFext,2,STM360
409,FFext,3,ILA027-E
409,FFext,4,ARC000
409,FFext,5,CHY059-V
409,FFext,6,STM360
409,FFext,7,STM090
409,FFext,8,H-DLTDWN
409,FFext,9,PEL180
409,NF28,0,NF8208022
409,NF28,1,NF8211652
409,NF28,2,NF8211652
409,NF28,3,NF8210631
409,NF28,4,NF8208252
409,NF28,5,NF8201601
409,NF28,6,NF8208022
409,NF28,7,NF8208252
409,NF28,8,NF8202922
409,NF28,9,NF8211652
410,FF22,0,PEL090
410,FF22,1,184057
410,FF22,2,CHY104-W
410,FF22,3,HWA055-W
410,FF22,4,PEL090
410,FF22,5,H-E11140
410,FF22,6,TAP100-E
410,FF22,7,BOL090
410,FF22,8,JOS090
410,FF22,9,TAP100-E
410,FFext,0,PEL180
410,FFext,1,ILA027-N
410,FFext,2,ILA027-N
410,FFext,3,ABBAR--T
410,FFext,4,PEL180
410,FFext,5,CHY059-V
410,FFext,6,CH12000
410,FFext,7,ILA027-E
410,FFext,8,CH12000
410,FFext,9,ARC000
410,NF28,0,NF8208252
410,NF28,1,NF8201601
410,NF28,2,NF8201811
410,NF28,3,NF8210631
410,NF28,4,NF8210631
410,NF28,5,NF8208022
410,NF28,6,NF8208211
410,NF28,7,NF8215041
410,NF28,8,NF8201811
410,NF28,9,NF8215041
411,FF22,0,CHY059-V
411,FF22,1,TAP100-E
411,FF22,2,H-E11140
411,FF22,3,CHY059-V
411,FF22,4,TAP100-E
411,FF22,5,H-E11140
411,FF22,6,184057
411,FF22,7,LOS270
411,FF22,8,H-E11140
411,FF22,9,TAP100-E
411,FFext,0,PEL180
411,FFext,1,CHY059-V
411,FFext,2,PEL180
411,FFext,3,ILA027-E
411,FFext,4,CH12000
411,FFext,5,PEL180
411,FFext,6,STM090
411,FFext,7,ARC000
411,FFext,8,ARC000
411,FFext,9,H-DLTDWN
411,NF28,0,NF8208022
411,NF28,1,NF8215041
411,NF28,2,NF8208211
411,NF28,3,NF8208022
411,NF28,4,NF8211652
411,NF28,5,NF8211652
411,NF28,6,NF8208211
411,NF28,7,NF8210631
411,NF28,8,NF8201262
411,NF28,9,NF8202922
412,FF22,0,CHY104-W
412,FF22,1,JOS090
412,FF22,2,PEL090
412,FF22,3,LOS270
412,FF22,4,HWA055-W
412,FF22,5,184057
412,FF22,6,LOS270
412,FF22,7,HWA055-W
412,FF22,8,CHY104-W
412,FF22,9,CHY059-V
412,FFext,0,CH12000
412,FFext,1,CH12000
412,FFext,2,CH12000
412,FFext,3,ILA027-E
412,FFext,4,STM090
412,FFext,5,PEL180
412,FFext,6,CHY059-V
412,FFext,7,H-DLTDWN
412,FFext,8,CH12000
412,FFext,9,PEL180
412,NF28,0,NF8208252
412,NF28,1,NF8201601
412,NF28,2,NF8201811
412,NF28,3,NF8211652
412,NF28,4,NF8210631
412,NF28,5,NF8202922
412,NF28,6,NF8201262
412,NF28,7,NF8211652
412,NF28,8,NF8201262
412,NF28,9,NF8202922
413,FF22,0,184057
413,FF22,1,PEL090
413,FF22,2,BOL090
413,FF22,3,184057
413,FF22,4,BOL090
413,FF22,5,LOS270
413,FF22,6,JOS090
413,FF22,7,PEL090
413,FF22,8,BOL090
413,FF22,9,184057
413,FFext,0,ABBAR--T
413,FFext,1,ABBAR--T
413,FFext,2,CH12000
413,FFext,3,CHY059-V
413,FFext,4,CH12000
413,FFext,5,STM360
413,FFext,6,ILA027-E
413,FFext,7,ABBAR--T
413,FFext,8,CH12000
413,FFext,9,PEL180
413,NF28,0,NF8215041
413,NF28,1,NF8215041
413,NF28,2,NF8208022
413,NF28,3,NF8201262
413,NF28,4,NF8208211
413,NF28,5,NF8210631
413,NF28,6,NF8208022
413,NF28,7,NF8215041
413,NF28,8,NF8202922
413,NF28,9,NF8211652
414,FF22,0,CHY104-W
414,FF22,1,BOL090
414,FF22,2,CHY059-V
414,FF22,3,184057
414,FF22,4,BOL090
414,FF22,5,JOS090
414,FF22,6,BOL090
414,FF22,7,CHY104-W
414,FF22,8,BOL090
414,FF22,9,LOS270
414,FFext,0,CHY059-V
414,FFext,1,H-DLTDWN
414,FFext,2,STM090
414,FFext,3,ABBAR--T
414,FFext,4,ABBAR--T
414,FFext,5,ARC000
414,FFext,6,ABBAR--T
414,FFext,7,PEL180
414,FFext,8,STM360
414,FFext,9,STM090
414,NF28,0,NF8201811
414,NF28,1,NF8208022
414,NF28,2,NF8208022
414,NF28,3,NF8215041
414,NF28,4,NF8201262
414,NF28,5,NF8210631
414,NF28,6,NF8201811
414,NF28,7,NF8208211
414,NF28,8,NF8208252
414,NF28,9,NF8208211
415,FF22,0,LOS270
415,FF22,1,H-E11140
415,FF22,2,LOS270
415,FF22,3,BOL090
415,FF22,4,HWA055-W
415,FF22,5,CHY104-W
415,FF22,6,CHY059-V
415,FF22,7,H-E11140
415,FF22,8,PEL090
415,FF22,9,TAP100-E
415,FFext,0,PEL180
415,FFext,1,ILA027-N
415,FFext,2,H-DLTDWN
415,FFext,3,H-DLTDWN
415,FFext,4,STM360
415,FFext,5,PEL180
415,FFext,6,STM360
415,FFext,7,H-DLTDWN
415,FFext,8,ABBAR--T
415,FFext,9,ABBAR--T
415,NF28,0,NF8210631
415,NF28,1,NF8208252
415,NF28,2,NF8208252
415,NF28,3,NF8201811
415,NF28,4,NF8211652
415,NF28,5,NF8208022
415,NF28,6,NF8208252
415,NF28,7,NF8208252
415,NF28,8,NF8210631
415,NF28,9,NF8201262
416,FF22,0,184057
416,FF22,1,PEL090
416,FF22,2,184057
416,FF22,3,LOS270
416,FF22,4,CHY059-V
416,FF22,5,TAP100-E
416,FF22,6,PEL090
416,FF22,7,HWA055-W
416,FF22,8,LOS270
416,FF22,9,CHY059-V
416,FFext,0,STM360
416,FFext,1,PEL180
416,FFext,2,STM090
416,FFext,3,ILA027-E
416,FFext,4,ILA027-E
416,FFext,5,H-DLTDWN
416,FFext,6,STM090
416,FFext,7,CH12000
416,FFext,8,ILA027-N
416,FFext,9,H-DLTDWN
416,NF28,0,NF8208211
416,NF28,1,NF8201262
416,NF28,2,NF8202922
416,NF28,3,NF8210631
416,NF28,4,NF8201811
416,NF28,5,NF8201811
416,NF28,6,NF8201811
416,NF28,7,NF8202922
416,NF28,8,NF8215041
416,NF28,9,NF8202922
417,FF22,0,H-E11140
417,FF22,1,184057
417,FF22,2,HWA055-W
417,FF22,3,TAP100-E
417,FF22,4,184057
417,FF22,5,LOS270
417,FF22,6,CHY104-W
417,FF22,7,H-E11140
417,FF22,8,CHY059-V
417,FF22,9,TAP100-E
417,FFext,0,STM360
417,FFext,1,ILA027-N
417,FFext,2,ILA027-N
417,FFext,3,CH12000
417,FFext,4,CHY059-V
417,FFext,5,ILA027-E
417,FFext,6,H-DLTDWN
417,FFext,7,CHY059-V
417,FFext,8,ILA027-E
417,FFext,9,ABBAR--T
417,NF28,0,NF8201811
417,NF28,1,NF8201601
417,NF28,2,NF8215041
417,NF28,3,NF8208252
417,NF28,4,NF8202922
417,NF28,5,NF8208252
417,NF28,6,NF8208211
417,NF28,7,NF8201601
417,NF28,8,NF8210631
417,NF28,9,NF8210631
418,FF22,0,PEL090
418,FF22,1,BOL090
418,FF22,2,CHY104-W
418,FF22,3,CHY104-W
418,FF22,4,CHY104-W
418,FF22,5,TAP100-E
418,FF22,6,184057
418,FF22,7,CHY104-W
418,FF22,8,LOS270
418,FF22,9,HWA055-W
418,FFext,0,ARC000
418,FFext,1,STM090
418,FFext,2,H-DLTDWN
418,FFext,3,PEL180
418,FFext,4,CHY059-V
418,FFext,5,CH12000
418,FFext,6,ILA027-E
418,FFext,7,PEL180
418,FFext,8,CH12000
418,FFext,9,CH12000
418,NF28,0,NF8201601
418,NF28,1,NF8202922
418,NF28,2,NF8201601
418,NF28,3,NF8208211
418,NF28,4,NF8201601
418,NF28,5,NF8202922
418,NF28,6,NF8215041
418,NF28,7,NF8201601
418,NF28,8,NF8208252
418,NF28,9,NF8201811
419,FF22,0,TAP100-E
419,FF22,1,LOS270
419,FF22,2,BOL090
419,FF22,3,CHY104-W
419,FF22,4,CHY104-W
419,FF22,5,H-E11140
419,FF22,6,PEL090
419,FF22,7,HWA055-W
419,FF22,8,HWA055-W
419,FF22,9,LOS270
419,FFext,0,STM360
419,FFext,1,H-DLTDWN
419,FFext,2,PEL180
419,FFext,3,STM090
419,FFext,4,ILA027-N
419,FFext,5,STM360
419,FFext,6,CHY059-V
419,FFext,7,CH12000
419,FFext,8,ILA027-N
419,FFext,9,ILA027-E
419,NF28,0,NF8211652
419,NF28,1,NF8202922
419,NF28,2,NF8208252
419,NF28,3,NF8208211
419,NF28,4,NF8210631
419,NF28,5,NF8210631
419,NF28,6,NF8201811
419,NF28,7,NF8201262
419,NF28,8,NF8201262
419,NF28,9,NF8208022
420,FF22,0,HWA055-W
420,FF22,1,PEL090
420,FF22,2,PEL090
420,FF22,3,HWA055-W
420,FF22,4,CHY059-V
420,FF22,5,184057
420,FF22,6,HWA055-W
420,FF22,7,H-E11140
420,FF22,8,PEL090
420,FF22,9,CHY059-V
420,FFext,0,ARC000
420,FFext,1,ARC000
420,FFext,2,CH12000
420,FFext,3,ARC000
420,FFext,4,ILA027-N
420,FFext,5,CH12000
420,FFext,6,STM360
420,FFext,7,CHY059-V
420,FFext,8,STM360
420,FFext,9,PEL180
420,NF28,0,NF8201262
420,NF28,1,NF8201811
420,NF28,2,NF8215041
420,NF28,3,NF8201811
420,NF28,4,NF8208022
420,NF28,5,NF8202922
420,NF28,6,NF8208252
420,NF28,7,NF8208252
420,NF28,8,NF8208022
420,NF28,9,NF8208211
421,FF22,0,TAP100-E
421,FF22,1,CHY104-W
421,FF22,2,HWA055-W
421,FF22,3,CHY104-W
421,FF22,4,JOS090
421,FF22,5,H-E11140
421,FF22,6,CHY059-V
421,FF22,7,H-E11140
421,FF22,8,184057
421,FF22,9,H-E11140
421,FFext,0,ABBAR--T
421,FFext,1,ARC000
421,FFext,2,ABBAR--T
421,FFext,3,ARC000
421,FFext,4,CH12000
421,FFext,5,H-DLTDWN
421,FFext,6,ILA027-E
421,FFext,7,ILA027-N
421,FFext,8,PEL180
421,FFext,9,ILA027-N
421,NF28,0,NF8210631
421,NF28,1,NF8211652
421,NF28,2,NF8210631
421,NF28,3,NF8208211
421,NF28,4,NF8215041
421,NF28,5,NF8208211
421,NF28,6,NF8215041
421,NF28,7,NF8215041
421,NF28,8,NF8202922
421,NF28,9,NF8208252
422,FF22,0,CHY059-V
422,FF22,1,LOS270
422,FF22,2,JOS090
422,FF22,3,H-E11140
422,FF22,4,CHY104-W
422,FF22,5,BOL090
422,FF22,6,H-E11140
422,FF22,7,H-E11140
422,FF22,8,184057
422,FF22,9,HWA055-W
422,FFext,0,STM360
422,FFext,1,ILA027-E
422,FFext,2,CH12000
422,FFext,3,H-DLTDWN
422,FFext,4,CH12000
422,FFext,5,STM090
422,FFext,6,PEL180
422,FFext,7,ILA027-N
422,FFext,8,ABBAR--T
422,FFext,9,CHY059-V
422,NF28,0,NF8201811
422,NF28,1,NF8215041
422,NF28,2,NF8201262
422,NF28,3,NF8215041
422,NF28,4,NF8211652
422,NF28,5,NF8202922
422,NF28,6,NF8211652
422,NF28,7,NF8211652
422,NF28,8,NF8211652
422,NF28,9,NF8202922
423,FF22,0,JOS090
423,FF22,1,CHY059-V
423,FF22,2,JOS090
423,FF22,3,H-E11140
423,FF22,4,184057
423,FF22,5,CHY059-V
423,FF22,6,CHY104-W
423,FF22,7,JOS090
423,FF22,8,CHY059-V
423,FF22,9,HWA055-W
423,FFext,0,CH12000
423,FFext,1,ABBAR--T
423,FFext,2,STM360
423,FFext,3,CHY059-V
423,FFext,4,H-DLTDWN
423,FFext,5,H-DLTDWN
423,FFext,6,ABBAR--T
423,FFext,7,STM360
423,FFext,8,ARC000
423,FFext,9,H-DLTDWN
423,NF28,0,NF8215041
423,NF28,1,NF8215041
423,NF28,2,NF8210631
423,NF28,3,NF8210631
423,NF28,4,NF8211652
423,NF28,5,NF8202922
423,NF28,6,NF8210631
423,NF28,7,NF8201601
423,NF28,8,NF8210631
423,NF28,9,NF8211652
424,FF22,0,CHY059-V
424,FF22,1,CHY104-W
424,FF22,2,HWA055-W
424,FF22,3,PEL090
424,FF22,4,CHY059-V
424,FF22,5,JOS090
424,FF22,6,JOS090
424,FF22,7,H-E11140
424,FF22,8,PEL090
424,FF22,9,184057
424,FFext,0,PEL180
424,FFext,1,ILA027-N
424,FFext,2,CH12000
424,FFext,3,STM360
424,FFext,4,H-DLTDWN
424,FFext,5,ILA027-N
424,FFext,6,ARC000
424,FFext,7,ILA027-E
424,FFext,8,H-DLTDWN
424,FFext,9,STM360
424,NF28,0,NF8208252
424,NF28,1,NF8211652
424,NF28,2,NF8201811
424,NF28,3,NF8215041
424,NF28,4,NF8202922
424,NF28,5,NF8215041
424,NF28,6,NF8208022
424,NF28,7,NF8210631
424,NF28,8,NF8201262
424,NF28,9,NF8201811
425,FF22,0,JOS090
425,FF22,1,184057
425,FF22,2,BOL090
425,FF22,3,LOS270
425,FF22,4,JOS090
425,FF22,5,BOL090
425,FF22,6,HWA055-W
